0,0,400,300,60,25,"dessert1.jpg", 255, 255, 255,"impregnable.ttf"
350,50,805,410,50,20,"dessert2.jpg", 255, 255, 255,"nkmono.ttf"
0,0,435,450,50,20,"dessert3.jpg", 255, 255, 255,"nkmono.ttf"
